instruction,input,output
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",za-bas-ki mashq-e-tamasha junun-alamat hai,za-bas-ki mashq-e-tamāshā junūñ-alāmat hai kushād-o-bast-e-mizhah sīli-e-nadāmat hai na jānūñ kyūñki miTe dāġh-e-ta.an-e-bad-ahdī tujhe ki aa.ina bhī varta-e-malāmat hai ba-pech-o-tāb-e-havas silk-e-āfiyat mat toḌ nigāh-e-ajz sar-e-rishta-e-salāmat hai vafā muqābil-o-dāvā-e-ishq be-buniyād junūn-e-sāḳhta o fasl-e-gul qayāmat hai za-bas-ki mashq-e-tamasha junun-alamat hai kushad-o-bast-e-mizhah sili-e-nadamat hai na jaanun kyunki miTe dagh-e-tan-e-bad-ahdi tujhe ki aaina bhi warta-e-malamat hai ba-pech-o-tab-e-hawas silk-e-afiyat mat toD nigah-e-ajz sar-e-rishta-e-salamat hai wafa muqabil-o-dawa-e-ishq be-buniyaad junun-e-saKHta o fasl-e-gul qayamat hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",pa-ba-daman ho raha hun bas-ki main sahra-naward,pā-ba-dāman ho rahā huuñ bas-ki maiñ sahrā-navard ḳhār-e-pā haiñ jauhar-e-ā.īna-e-zānū mujhe dekhnā hālat mire dil kī ham-āġhoshī ke vaqt hai nigāh-e-āshnā terā sar-e-har-mū mujhe huuñ sarāpā sāz-e-āhañg-e-shikāyat kuchh na pūchh hai yahī behtar ki logoñ meñ na chheḌe tū mujhe bā.is-e-vāmāndgī hai umr-e-fursat-jū mujhe kar diyā hai pā-ba-zanjīr-e-ram-e-āhū mujhe ḳhāk-e-fursat bar-sar-e-zauq-e-fanā ai intizār hai ġhubār-e-shīsha-e-sā.at ram-e-āhū mujhe ham-zabāñ aayā nazar fikr-e-suḳhan meñ tū mujhe mardumuk hai tūtī-e-ā.īna-e-zānū mujhe yād-e-mizhgāñ meñ ba-nashtar-e-zār-e-saudā-e-ḳhayāl chāhiye vaqt-e-tapish yak-dast sad-pahlū mujhe iztirāb-e-umr be-matlab nahīñ āḳhir ki hai justujū-e-fursat-e-rabt-e-sar-e-zānū mujhe chāhiye darmān-e-rīsh-e-dil bhī teġh-e-yār se maram-e-zañgār hai vo vasma-e-abrū mujhe kasrat-e-jaur-o-sitam se ho gayā huuñ be-dimāġh ḳhūb-rūyoñ ne banāyā 'ġhālib'-e-bad-ḳhū mujhe fursat-e-ārām-e-ġhash hastī hai bohrān-e-adam hai shikast-e-rañg-e-imkāñ gardish-e-pahlū mujhe sāz-e-īmā-e-fanā hai ālam-e-pīrī 'asad' qāmat-e-ḳham se hai hāsil shoḳhī-e-abrū mujhe pa-ba-daman ho raha hun bas-ki main sahra-naward KHar-e-pa hain jauhar-e-aina-e-zanu mujhe dekhna haalat mere dil ki ham-aghoshi ke waqt hai nigah-e-ashna tera sar-e-har-mu mujhe hun sarapa saz-e-ahang-e-shikayat kuchh na puchh hai yahi behtar ki logon mein na chheDe tu mujhe bais-e-wamandgi hai umr-e-fursat-ju mujhe kar diya hai pa-ba-zanjir-e-ram-e-ahu mujhe KHak-e-fursat bar-sar-e-zauq-e-fana ai intizar hai ghubar-e-shisha-e-saat ram-e-ahu mujhe ham-zaban aaya nazar fikr-e-suKHan mein tu mujhe mardumuk hai tuti-e-aina-e-zanu mujhe yaad-e-mizhgan mein ba-nashtar-e-zar-e-sauda-e-KHayal chahiye waqt-e-tapish yak-dast sad-pahlu mujhe iztirab-e-umr be-matlab nahin aaKHir ki hai justuju-e-fursat-e-rabt-e-sar-e-zanu mujhe chahiye darman-e-rish-e-dil bhi tegh-e-yar se maram-e-zangar hai wo wasma-e-abru mujhe kasrat-e-jaur-o-sitam se ho gaya hun be-dimagh KHub-ruyon ne banaya 'ghaalib'-e-bad-KHu mujhe fursat-e-aram-e-ghash hasti hai bohran-e-adam hai shikast-e-rang-e-imkan gardish-e-pahlu mujhe saz-e-ima-e-fana hai aalam-e-piri 'asad' qamat-e-KHam se hai hasil shoKHi-e-abru mujhe 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",hujum-e-nala hairat aajiz-e-arz yak-afghan hai,hujūm-e-nāla hairat ājiz-e-arz yak-afġhāñ hai ḳhamoshī resha-e-sad-nīstāñ se ḳhas-ba-dandāñ hai takalluf-bar-taraf hai jāñ-sitāñ-tar lutf-e-bad-ḳhūyāñ nigāh-e-be-hijāb-e-nāz teġh-e-tez-e-uryāñ hai huī ye kasrat-e-ġham se talaf kaifiyat-e-shādī ki sub.h-e-īd mujh ko bad-tar az-chāk-e-garebāñ hai dil o diiñ naqd lā saaqī se gar saudā kiyā chāhe ki us bāzār meñ sāġhar matā-e-dast-gardāñ hai ġham āġhosh-e-balā meñ parvarish detā hai āshiq ko charāġh-e-raushan apnā qulzum-e-sarsar kā marjāñ hai takalluf sāz-e-rusvā.ī hai ġhāfil sharm-e-ranā.ī dil-e-ḳhūñ-gashta dar dast-e-hinā-ālūda uryāñ hai 'asad' jam.iyat-e-dil dar-kinār-e-be-ḳhudī ḳhush-tar do-ālam āgahī sāmān-e-yak-ḳhvāb-e-pareshāñ hai hujum-e-nala hairat aajiz-e-arz yak-afghan hai KHamoshi resha-e-sad-nistan se KHas-ba-dandan hai takalluf-bar-taraf hai jaan-sitan-tar lutf-e-bad-KHuyan nigah-e-be-hijab-e-naz tegh-e-tez-e-uryan hai hui ye kasrat-e-gham se talaf kaifiyat-e-shadi ki subh-e-id mujh ko bad-tar az-chaak-e-gareban hai dil o din naqd la saqi se gar sauda kiya chahe ki us bazar mein saghar mata-e-dast-gardan hai gham aaghosh-e-bala mein parwarish deta hai aashiq ko charagh-e-raushan apna qulzum-e-sarsar ka marjaan hai takalluf saz-e-ruswai hai ghafil sharm-e-ranai dil-e-KHun-gashta dar dast-e-hina-aluda uryan hai 'asad' jamiyat-e-dil dar-kinar-e-be-KHudi KHush-tar do-alam aagahi saman-e-yak-KHwab-e-pareshan hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",junun ki dast-giri kis se ho gar ho na uryani,junūñ kī dast-gīrī kis se ho gar ho na uryānī garebāñ-chāk kā haq ho gayā hai merī gardan par ba-rañg-e-kāġhaz-e-ātish-zada nairañg-e-betābī hazār ā.īna dil bāñdhe hai bāl-e-yak-tapīdan par falak se ham ko aish-e-rafta kā kyā kyā taqāzā hai matā-e-burda ko samjhe hue haiñ qarz rahzan par ham aur vo be-sabab rañj-āshnā dushman ki rakhtā hai shuā-e-mehr se tohmat nigah kī chashm-e-rauzan par fanā ko sauñp gar mushtāq hai apnī haqīqat kā faroġh-e-tāla-e-ḳhāshāk hai mauqūf gulḳhan par 'asad' bismil hai kis andāz kā qātil se kahtā hai ki mashq-e-nāz kar ḳhūn-e-do-ālam merī gardan par fusūn-e-yak-dilī hai lazzat-e-bedād dushman par ki vajd-e-barq juuñ parvāna bāl-afshāñ hai ḳhirman par Interestingtakalluf ḳhār-ḳhār-e-iltimās-e-be-qarārī hai ki rishta bāñdhtā hai pairahan añgusht-e-sozan par ye kyā vahshat hai ai dīvāne pesh-az-marg vāvailā rakkhī be-jā binā-e-ḳhāna-e-zanjīr-e-shevan par junun ki dast-giri kis se ho gar ho na uryani gareban-chaak ka haq ho gaya hai meri gardan par ba-rang-e-kaghaz-e-atish-zada nairang-e-betabi hazar aaina dil bandhe hai baal-e-yak-tapidan par falak se hum ko aish-e-rafta ka kya kya taqaza hai mata-e-burda ko samjhe hue hain qarz rahzan par hum aur wo be-sabab ranj-ashna dushman ki rakhta hai shua-e-mehr se tohmat nigah ki chashm-e-rauzan par fana ko saunp gar mushtaq hai apni haqiqat ka farogh-e-tala-e-KHashak hai mauquf gulKHan par 'asad' bismil hai kis andaz ka qatil se kahta hai ki mashq-e-naz kar KHun-e-do-alam meri gardan par fusun-e-yak-dili hai lazzat-e-bedad dushman par ki wajd-e-barq jun parwana baal-afshan hai KHirman par Interestingtakalluf KHar-KHar-e-iltimas-e-be-qarari hai ki rishta bandhta hai pairahan angusht-e-sozan par ye kya wahshat hai ai diwane pesh-az-marg wawaila rakkhi be-ja bina-e-KHana-e-zanjir-e-shewan par 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",lab-e-isa ki jumbish karti hai gahwara-jumbani,lab-e-īsā kī jumbish kartī hai gahvāra-jumbānī qayāmat kushta-e-la.al-e-butāñ kā ḳhvāb-e-sañgīñ hai bayābān-e-fanā hai bād-e-sahrā-e-talab 'ġhālib' pasīna tausan-e-himmat to sail-e-ḳhāna-e-zīñ hai lab-e-isa ki jumbish karti hai gahwara-jumbani qayamat kushta-e-lal-e-butan ka KHwab-e-sangin hai bayaban-e-fana hai baad-e-sahra-e-talab 'ghaalib' pasina tausan-e-himmat to sail-e-KHana-e-zin hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",lab-e-KHushk dar-tishnagi-murdagan ka,lab-e-ḳhushk dar-tishnagī-murdagāñ kā ziyārat-kada huuñ dil-āzurdagāñ kā hama nā-umīdī hama bad-gumānī maiñ dil huuñ fareb-e-vafā-ḳhurdagāñ kā shaguftan kamīñ-gāh-e-taqrīb-jūī tasavvur huuñ be-mojib āzurdagāñ kā ġharīb-e-sitam-dīdah-e-bāz-gashtan suḳhan huuñ suḳhan bar lab-āvurdagāñ kā sarāpā yak-ā.īña-dār-e-shikastan irāda huuñ yak-ālam-afsurdagāñ kā ba-sūrat takalluf ba-ma.anī ta.assuf 'asad' maiñ tabassum huuñ pazhmurdagāñ kā lab-e-KHushk dar-tishnagi-murdagan ka ziyarat-kada hun dil-azurdagan ka hama na-umidi hama bad-gumani main dil hun fareb-e-wafa-KHurdagan ka shaguftan kamin-gah-e-taqrib-jui tasawwur hun be-mojib aazurdagan ka gharib-e-sitam-didah-e-baz-gashtan suKHan hun suKHan bar lab-awurdagan ka sarapa yak-aina-dar-e-shikastan irada hun yak-alam-afsurdagan ka ba-surat takalluf ba-mani tassuf 'asad' main tabassum hun pazhmurdagan ka 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",nikohish hai saza fariyaadi-e-be-dad-e-dilbar ki,nikohish hai sazā fariyādi-e-be-dād-e-dilbar kī mabādā ḳhanda-e-dandāñ-numā ho sub.h mahshar kī rag-e-lailā ko ḳhāk-e-dasht-e-majnūñ reshgī baḳhshe agar bove bajā-e-dāna dahqāñ nok nishtar kī par-e-parvāna shāyad bādbān-e-kashtī-e-mai thā huī majlis kī garmī se ravānī daur-e-sāġhar kī karūñ be-dād-e-zauq-e-par-fishānī arz kyā qudrat ki tāqat uḌ ga.ī uḌne se pahle mere shahpar kī kahāñ tak ro.uuñ us ke ḳheme ke pīchhe qayāmat hai mirī qismat meñ yā-rab kyā na thī dīvār patthar kī ba-juz dīvāngī hotā na anjām-e-ḳhud-ārā.ī agar paidā na kartā aa.ina zanjīr jauhar kī ġhurūr-e-lutf-e-sāqī nashsha-e-be-bākī-e-mastāñ nam-e-dāmān-e-isyāñ hai tarāvat mauj-e-kausar kī mirā dil māñgte haiñ āriyat ahl-e-havas shāyad ye jaanā chāhte haiñ aaj dāvat meñ samundar kī 'asad' juz āb-e-baḳhshīdan ze-dariyā ḳhizr ko kyā thā Dubotā chashma-e-haivāñ meñ gar kashtī sikandar kī nikohish hai saza fariyaadi-e-be-dad-e-dilbar ki mabaada KHanda-e-dandan-numa ho subh mahshar ki rag-e-laila ko KHak-e-dasht-e-majnun reshgi baKHshe agar bowe baja-e-dana dahqan nok nishtar ki par-e-parwana shayad baadban-e-kashti-e-mai tha hui majlis ki garmi se rawani daur-e-saghar ki karun be-dad-e-zauq-e-par-fishani arz kya qudrat ki taqat uD gai uDne se pahle mere shahpar ki kahan tak roun us ke KHeme ke pichhe qayamat hai meri qismat mein ya-rab kya na thi diwar patthar ki ba-juz diwangi hota na anjam-e-KHud-arai agar paida na karta aaina zanjir jauhar ki ghurur-e-lutf-e-saqi nashsha-e-be-baki-e-mastan nam-e-daman-e-isyan hai tarawat mauj-e-kausar ki mera dil mangte hain aariyat ahl-e-hawas shayad ye jaana chahte hain aaj dawat mein samundar ki 'asad' juz aab-e-baKHshidan ze-dariya KHizr ko kya tha Dubota chashma-e-haiwan mein gar kashti sikandar ki 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",safa-e-hairat-e-aina hai saman-e-zang aaKHir,safā-e-hairat-e-ā.īna hai sāmān-e-zang āḳhir taġhayyur āb-e-bar-jā-māñda kā paatā hai rañg āḳhir na kī sāmān-e-aish-o-jāh ne tadbīr vahshat kī huā jām-e-zumurrad bhī mujhe dāġh-e-palañg āḳhir ḳhat-e-nau-ḳhez nīl-e-chashm zaḳhm-e-sāfī-e-āriz liyā ā.īna ne hirz-e-par-e-tūtī ba-chang āḳhir hilāl-āsā tahī rah gar kushādan-hā-e-dil chāhe huā mah kasrat-e-sarmāya-andozī se tañg āḳhir taḌap kar mar gayā vo said-e-bāl-afshāñ ki muztar thā huā nāsū-e-chashm-e-ta.aziyat chashm-e-ḳhadañg āḳhir likhī yāroñ kī bad-mastī ne maiḳhāne kī pāmālī hui qatra-fishānī-hā-e-mai-bārān-e-sañg āḳhir 'asad' parde meñ bhī āhañg-e-shauq-e-yār qaa.em hai nahīñ hai naġhme se ḳhālī ḳhamīdan-hā-e-chañg āḳhir safa-e-hairat-e-aina hai saman-e-zang aaKHir taghayyur aab-e-bar-ja-manda ka pata hai rang aaKHir na ki saman-e-aish-o-jah ne tadbir wahshat ki hua jam-e-zumurrad bhi mujhe dagh-e-palang aaKHir KHat-e-nau-KHez nil-e-chashm zaKHm-e-safi-e-ariz liya aaina ne hirz-e-par-e-tuti ba-chang aaKHir hilal-asa tahi rah gar kushadan-ha-e-dil chahe hua mah kasrat-e-sarmaya-andozi se tang aaKHir taDap kar mar gaya wo said-e-baal-afshan ki muztar tha hua nasu-e-chashm-e-taziyat chashm-e-KHadang aaKHir likhi yaron ki bad-masti ne maiKHane ki pamali hui qatra-fishani-ha-e-mai-baran-e-sang aaKHir 'asad' parde mein bhi aahang-e-shauq-e-yar qaem hai nahin hai naghme se KHali KHamidan-ha-e-chang aaKHir 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",zamana saKHt kam-azar hai ba-jaan-e-asad,zamāna saḳht kam-āzār hai ba-jān-e-asad vagarna ham to tavaqqo.a ziyāda rakhte haiñ tan-e-ba-band-e-havas dar nadāda rakhte haiñ dil-e-z-kār-e-jahāñ ūftāda rakhte haiñ tamīz-e-zishti-o-nekī meñ laakh bāteñ haiñ ba-aks-e-ā.ina yak-fard-e-sāda rakhte haiñ ba-rañg-e-sāya hameñ bandagī meñ hai taslīm ki dāġh-e-dil ba-jabīn-e-kushāda rakhte haiñ ba-zāhidāñ rag-e-gardan hai rishta-e-zunnār sar-e-ba-pā-e-but-e-nā-nihāda rakhte haiñ muāf-e-be-hūda-goī haiñ nāsehān-e-azīz dil-e-ba-dast-e-nigāre nadāda rakhte haiñ ba-rañg-e-sabza azīzān-e-bad-zabāñ yak-dast hazār teġh-e-ba-zahr-āb-dāda rakhte haiñ adab ne sauñpī hameñ surma-sā.i-e-hairat z-ban-e-basta-o-chashm-e-kushāda rakhte haiñ zamana saKHt kam-azar hai ba-jaan-e-asad wagarna hum to tawaqqoa ziyaada rakhte hain tan-e-ba-band-e-hawas dar nadada rakhte hain dil-e-z-kar-e-jahan uftada rakhte hain tamiz-e-zishti-o-neki mein lakh baaten hain ba-aks-e-aina yak-fard-e-sada rakhte hain ba-rang-e-saya hamein bandagi mein hai taslim ki dagh-e-dil ba-jabin-e-kushada rakhte hain ba-zahidan rag-e-gardan hai rishta-e-zunnar sar-e-ba-pa-e-but-e-na-nihada rakhte hain muaf-e-be-huda-goi hain nasehan-e-aziz dil-e-ba-dast-e-nigare nadada rakhte hain ba-rang-e-sabza azizan-e-bad-zaban yak-dast hazar tegh-e-ba-zahr-ab-dada rakhte hain adab ne saunpi hamein surma-sai-e-hairat z-ban-e-basta-o-chashm-e-kushada rakhte hain 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",husn-e-be-parwa KHaridar-e-mata-e-jalwa hai,husn-e-be-parvā ḳharīdār-e-matā-e-jalva hai aa.ina zānū-e-fikr-e-iḳhtirā-e-jalva hai tā-kujā ai āgahī rañg-e-tamāshā bāḳhtan chashm-e-vā-gardīda āġhosh-e-vidā-e-jalva hai husn-e-be-parwa KHaridar-e-mata-e-jalwa hai aaina zanu-e-fikr-e-iKHtira-e-jalwa hai ta-kuja ai aagahi rang-e-tamasha baKHtan chashm-e-wa-gardida aaghosh-e-wida-e-jalwa hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",masti ba-zauq-e-ghaflat-e-saqi halak hai,mastī ba-zauq-e-ġhaflat-e-sāqī halāk hai mauj-e-sharāb yak-mizha-e-ḳhvāb-nāk hai juz zaḳhm-e-teġh-e-nāz nahīñ dil meñ aarzū jeb-e-ḳhayāl bhī tire hāthoñ se chaak hai josh-e-junūñ se kuchh nazar aatā nahīñ 'asad' sahrā hamārī aañkh meñ yak-musht-e-ḳhāk hai masti ba-zauq-e-ghaflat-e-saqi halak hai mauj-e-sharab yak-mizha-e-KHwab-nak hai juz zaKHm-e-tegh-e-naz nahin dil mein aarzu jeb-e-KHayal bhi tere hathon se chaak hai josh-e-junun se kuchh nazar aata nahin 'asad' sahra hamari aankh mein yak-musht-e-KHak hai 
"you are an urdu/hindi shayar/kavi/poet and you have to complete the following shayari/kavita, respond only in romanized urdu/hindi, make sure you are creative and talk about something profound and beautiful",ruKH-e-nigar se hai soz-e-jawidani-e-shama,ruḳh-e-nigār se hai soz-e-jāvidānī-e-sham.a huī hai ātish-e-gul āb-e-zindagānī-e-sham.a zabān-e-ahl-e-zabāñ meñ hai marg-e-ḳhāmoshī ye baat bazm meñ raushan huī zabānī-e-sham.a Interestingkare hai sarf ba-īmā-e-sho.ala qissa tamām ba-tarz-e-ahl-e-fanā hai fasāna-ḳhvānī-e-sham.a ġham us ko hasrat-e-parvāna kā hai ai sho.ale tire larazne se zāhir hai nā-tavānī-e-sham.a tire ḳhayāl se ruuh ehtizāz kartī hai ba-jalva-rezi-e-bād-o-ba-par-fishānī-e-sham.a nashāt-e-dāġh-e-ġham-e-ishq kī bahār na pūchh shaguftagī hai shahīd-e-gul-e-ḳhizānī-e-sham.a jale hai dekh ke bālīn-e-yār par mujh ko na kyuuñ ho dil pe mire dāġh-e-bad-gumānī-e-sham.a ruKH-e-nigar se hai soz-e-jawidani-e-shama hui hai aatish-e-gul aab-e-zindagani-e-shama zaban-e-ahl-e-zaban mein hai marg-e-KHamoshi ye baat bazm mein raushan hui zabani-e-shama Interestingkare hai sarf ba-ima-e-shoala qissa tamam ba-tarz-e-ahl-e-fana hai fasana-KHwani-e-shama gham us ko hasrat-e-parwana ka hai ai shoale tere larazne se zahir hai na-tawani-e-shama tere KHayal se ruh ehtizaz karti hai ba-jalwa-rezi-e-baad-o-ba-par-fishani-e-shama nashat-e-dagh-e-gham-e-ishq ki bahaar na puchh shaguftagi hai shahid-e-gul-e-KHizani-e-shama jale hai dekh ke baalin-e-yar par mujh ko na kyun ho dil pe mere dagh-e-bad-gumani-e-shama 
